id,talent_tags
252,Teknologi|Programmer|Membaca|Coding|Humoris
253,Fashion|Bekerja|Musisi|Desain|Kreatif
254,Olahraga|Game|Traveling|Bermain musik|Humoris
255,Musisi|Seni|Teknologi|Humoris|Cosplayer
256,Kuliner|Traveling|Olahraga|Kritis|Pramugari
257,Bekerja|Fashion|Membaca|Seni|Suka menolong
258,Programmer|Teknologi|Game|Coding|Ambisius
259,Olahraga|Musisi|Seni|Budaya|Riang
260,Fashion|Seni|Traveling|Desain|Kreatif
261,Membaca|Programmer|Teknologi|Berpikir|Ambisius
262,Olahraga|Musisi|Bekerja|Kreatif|Kesehatan
263,Traveling|Kuliner|Seni|Independen|Sejarah
264,Game|Teknologi|Olahraga|Programmer|Inovatif
265,Olahraga|Fashion|Musisi|Disiplin|Ambisius
266,Seni|Bekerja|Traveling|Kreatif|Visioner
267,Programmer|Teknologi|Membaca|Visioner|Coding
268,Kuliner|Olahraga|Fashion|Kreatif|Kritis
269,Game|Musisi|Teknologi|Desain|Komposer
270,Membaca|Bekerja|Seni|Berjiwa petualang|Ilustrator
271,Olahraga|Traveling|Musisi|Ahli hukum|Menonton
272,Fashion|Teknologi|Game|Inovatif|Kreatif
273,Bekerja|Olahraga|Membaca|Kreatif|Peneliti
274,Seni|Musisi|Teknologi|Kreatif|Inovatif
275,Musisi|Game|Seni|Kreatif|Inovatif
276,Kuliner|Bekerja|Olahraga|Kritis|Jogging
277,Traveling|Teknologi|Fashion|Sastra|Kreatif
278,Membaca|Seni|Traveling|Ngopi|Menggambar
279,Teknologi|Game|Bekerja|Seni|Inovatif
280,Game|Olahraga|Seni|Ambisius|Pramugari
281,Bekerja|Traveling|Musisi|Kreatif|Kecerdasan buatan
282,Teknologi|Membaca|Fashion|Inovatif|Kreatif
283,Olahraga|Seni|Traveling|Belanja|Ngopi
284,Fashion|Game|Traveling|Kreatif|Inovatif
285,Musisi|Olahraga|Teknologi|Pet lovers|Inovatif
286,Seni|Bekerja|Game|Kreatif|Ilustrator
287,Traveling|Fashion|Membaca|Film|Terorganisir
288,Olahraga|Teknologi|Musisi|Inovatif|Terorganisir
289,Membaca|Fashion|Bekerja|Kreatif|Anak Senja
290,Pendaki|Penata rambut|Fotografi|Membaca|Traveling
291,Programmer|Teknologi|Game|Coding|Inovatif
292,Desain|Seni|Ambisius|Kreatif|Seniman
293,Kesehatan|Yoga|Pengajar|Disiplin|Sabar
294,Musisi|Penyanyi|Seni|Main kartu|Futsal
295,Pengajar|Analitis|Budaya|Sabar|Optimis
296,Voli|Arsitek|Seni|Kreatif|Petualangan
297,Kpopers|Traveling|Kreatif|Catur|Ilmuwan data
298,Fotografer|Fotografi|Bekerja|Disiplin|Perfeksionis
299,Koki|Kuliner|Perfeksionis|Disiplin|Nakhoda kapal
300,Penulis|Membaca|Sastra|Kreatif|Dermawan
301,Programmer|Coding|Teknologi|Inovatif|Dermawan
302,Konservasi|Traveling|Penerjemah|Traveling|Pramugari
303,Pengusaha|Bisnis|Inovatif|Bekerja|Inovatif
304,Desain|Fashion|Seni|Kreatif|Perfeksionis
305,Animator|Seni|Film|Membaca|Perfeksionis
306,Psikolog|Kesehatan|Ramah|Astrografi|Independen
307,Programmer|Coding|Inovatif|Ahli nutrisi|Teknologi
308,Kreatif|Kreatif|Sosmed|Disiplin|Cerdas
309,Ambisius|Olahraga|Pramugari|Eksperimen|Ramah
310,Ilustrator|Seni|Membaca|Surfing|Cerdas
311,Terorganisir|Traveling|Sejarah|Ramah|Futsal
312,Cosplay|Penerjemah|Konservasi|Kerja|Ambisius
313,Pengajar|Yoga|Kesehatan|Meditasi|Ambisius
314,Penari|Seni|Kreatif|Ambisius|Cerdas
315,Editor|Kreatif|Diskusi|Cerdas|Videografi
316,Dokter|Kesehatan|Ramah|Intelektual|Akting
317,Animator|Ngopi|Poker|Kreatif|Ambisius
318,Psikolog|Kesehatan|Ramah|Curhat|Kreatif
319,Peneliti|Intelektual|Inovatif|Cerdas|Ambisius
320,Seni|Akting|Kreatif|Ambisius|Bekerja
321,Programmer|Coding|Teknologi|Inovatif|Humoris
322,Penulis|Musisi|Kreatif|Komposer|Kreatif
323,Pengajar|Programmer|Teknologi|Programmer|Cerdas
324,Astronom|Intelektual|Peneliti|Ambisius|Bekerja
325,Budaya|Humoris|Penerjemah|Ramah|Kerja
326,Coding|Programmer|Film|Kreatif|Inovatif
327,Konsultan|Bisnis|Visioner|Berkuda|Independen
328,Konsultan|Montir mobil|Ramah|Menulis|Terorganisir
329,Seniman|Seni|Desain|Kreatif|Ramah
330,Kreatif|Fashion|Desain|Ramah|Perfeksionis
331,Ambisius|Intelektual|Peneliti|Eksperimen|Terorganisir
332,Pengajar|Jalan jalan|Seni|Kreatif|Terorganisir
333,Kritis|Mendengarkan musik|Teknologi|Analitis|Humoris
334,Koki|Seni|Kreatif|Desain|Ambisius
335,Psikolog|Kesehatan|Musisi|Bekerja|Ramah
336,Animator|Intelektual|Film|Kreatif|Disiplin
337,Pengajar|Kesehatan|Pengajar|Yoga|Cerdas
338,Peneliti|Berjiwa sosial|Budaya|Ramah|Intelektual
339,Penuh daya juang|Meditasi|Cerdas|Catur|Patriotik
340,Editor|Membaca|Perfeksionis|Sastra|Ambisius
341,Konsultan|Bisnis|Manajemen|Visioner|Bekerja
342,Pengajar|Olahraga|Geolog|Kesehatan|Disiplin
343,Peneliti|Bermain musik|Konservasi|Film|Disiplin
344,Koki|Kuliner|Disiplin|Menonton|Cerdas
345,Fotografer|Arsitek|Seni|Desain|Kreatif
346,Programmer|Teknologi|Coding|Ramah|Humoris
347,Seniman|Seni|Cosplay|Berenang|Manajemen
348,Konsultan|Kesehatan|Dokter|Pemadam kebakaran|Ramah
349,Editor|Videografi|Kreatif|Anak Senja|Perfeksionis
350,Teknologi|Seni|Pecinta alam|Menggambar|Kreatif
351,Peneliti|Dokter|Kesehatan|Intelektual|Ambisius
352,Seniman|Seni|Desain|Ramah|Optimis
353,Mendaki|Kesehatan|Dokter|Ambisius|Surfing
354,Animator|Hang Out|Film|Kreatif|Ahli nutrisi
355,Konsultan|Teknologi|Ice skating|Coding|Perfeksionis
356,Pelukis|Seni|Seniman|Kreatif|Desain Ui
357,Programmer|Coding|Inovatif|Perfeksionis|Teknologi
358,Peneliti|Self development|Inovatif|Pengajar|Ramah
359,Coding|Mendaki|Teknologi|Inovatif|Humoris
360,Visioner|Manajemen|Terorganisir|Inovatif|Ramah
361,Pecinta alam|Arsitek|Desain|Kreatif|Binaraga
362,Pengajar|Menjahit|Budaya|Ramah|Disiplin
363,Peneliti|Teknologi|Inovatif|Patriotik|Independen
364,Robotika|Teknologi|Inovatif|Motivator|Coding
365,Konsultan|Bisnis|Manajemen|Ramah|Humoris
366,Coding|Menyanyi|Teknologi|Inovatif|Ambisius
367,Kritis|Film|Seni|Perfeksionis|Disiplin
368,Pengajar|Musisi|Hang Out|Seni|Kreatif
369,Desain|Seni|Kreatif|Ramah|Independen
370,Fashion|Sejarah|Independen|Ramah|Humoris
371,Programmer|Kreatif|Desain|Coding|Humoris
372,Pengajar|Yoga|Kesehatan|Humoris|Disiplin
373,Peneliti|Teknologi|Sosmed|Intelektual|Inovatif
374,Analitis|Bisnis|Berpikir|Visioner|Humoris
375,Seniman|Seni|Kreatif|Dermawan|Terorganisir
376,Konsultan|Terorganisir|Analitis|Cerdas|Intelektual
377,Perfeksionis|Programmer|Coding|Kritis|Teknologi
378,Kritis|Sastra|Membaca|Menulis|Kuliner
379,Desain|Seni|Pialang saham|Kreatif|Film
380,Tidur|Traveling|Kuliner|Memasak|Ramah
381,Programmer|Coding|Teknologi|Inovatif|Terorganisir
382,Penulis|Teknologi|Jurnalis|Visioner|Riang
383,Pengajar|Atlet|Olahraga|Kesehatan|Ramah
384,Pengajar|Surfing|Budaya|Kreatif|Ramah
385,Peneliti|Seni|Dermawan|Independen|Perfeksionis
386,Analitis|Bisnis|Manajemen|Menyelam|Cerdas
387,Seniman|Multimedia|Memasak|Kreatif|Seni
388,Konsultan|Ramah|Kesehatan|Diskusi|Game
389,Seni|Arsitek|Desain|Kreatif|Terorganisir
390,Pengajar|Ramah|Kesehatan|Yoga|Disiplin
391,Programmer|Coding|Inovatif|Teknologi|Desain
392,Peneliti|Penyanyi|Konservasi|Fashion|Intelektual
393,Kurator|Seni|Budaya|Ambisius|Kritis
394,Desain|Seni|Kreatif|Intelektual|Ramah
395,Self development|Ramah|Seni|Kreatif|Ambisius
396,Pengajar|Tenis meja|Teknologi|Inovatif|Coding
397,Peneliti|Aktor/Aktris|Budaya|Intelektual|Dermawan
398,Pengajar|Film|Cosplay|Seni|Multimedia
399,Peneliti|Dokter|Eksperimen|Intelektual|Ambisius
400,Animator|Seni|Koki|Film|Kreatif
401,Inovatif|Coding|Kreatif|Montir mobil|Inovatif
402,Pengajar|Kesehatan|Intelektual|Disiplin|Perfeksionis
403,Peneliti|Teknologi|Intelektual|Ramah|Perfeksionis
404,Psikolog|Seni|Billiard|Bermain musik|Astrografi
405,Stylist|Hiking|Rebahan|Ramah|Optimis
406,Berenang|Teknologi|Coding|Game|Dermawan
407,Kritis|Musisi|Seni|Perfeksionis|Ambisius
408,Peneliti|Penuh semangat|Konservasi|Desainer interior|Intelektual
409,Sulap|Teknologi|Coding|Inovatif|Cerdas
410,Sulap|Kuliner|Bermain musik|Ramah|Humoris
411,Ambisius|Teknologi|Coding|Inovatif|Humoris
412,Seniman|Fotografer|Seni|Fotografi|Kreatif
413,Pengajar|Disiplin|Perfeksionis|Intelektual|Disiplin
414,Intelektual|Coding|Teknologi|Inovatif|Visioner
415,Desain|Seni|Kreatif|Riang|Independen
416,Basket|Sejarah|Ambisius|Cerdas|Ramah
417,Teknologi|Programmer|Coding|Perfeksionis|Inovatif
418,Kritis|Sastra|Membaca|Perfeksionis|3D Modelling
419,Robotika|Teknologi|Inovatif|Coding|Menulis
420,Konsultan|Bisnis|Manajemen|Ramah|Independen
421,Pengajar|Musisi|Gym|Seni|Seniman
422,Kritis|Film|Seni|Perfeksionis|Ambisius
423,Pengajar|Yoga|Kesehatan|Pengajar|Ramah
424,Memanjat|Teknologi|Desain|Kreatif|Cerdas
425,Bersepeda|Astronom|Seni|Ramah|Surfing
426,Programmer|Coding|Inovatif|Teknologi|Ambisius
427,Peneliti|Desainer grafis|Konservasi|Wibu|Ambisius
428,Pengajar|Perfeksionis|Ramah|Disiplin|Curhat
429,Programmer|Kreatif|Teknologi|Coding|Desain
430,Melukis|Arsitek|Desain|Kreatif|Kerja
431,Bisnis|Petualangan|Berhitung|Optimis|Independen
432,Peneliti|Intelektual|Cerdas|Ahli nutrisi|Ramah
433,Kritis|Seni|Fashion|Perfeksionis|Ilustrator
434,Pengajar|Komposer|Menyanyi|Riang|Ramah
435,Desain|Seni|Trading|Kreatif|Ramah
436,Kutu buku|Perfeksionis|Sabar|Sejarah|Optimis
437,Optimis|Teknologi|Coding|Grafity|Optimis
438,Kritis|Kuliner|Seni|Perfeksionis|Kpopers
439,Kpopers|Olahraga|Musisi|Penulis|Yoga
440,Film|Seni|Traveling|Kreatif|Membaca
441,Kuliner|Traveling|Fotografi|Ramah|Kritis
442,Teknologi|Game|Programmer|Inovatif|Cerdas
443,Fashion|Traveling|Ambisius|Kritis|Kreatif
444,Pengajar|Olahraga|Tenis meja|Ahli nutrisi|Ramah
445,Musisi|Pengajar|Seni|Cerdas|Ramah
446,Fotografi|Seni|Traveling|Kreatif|Cerdas
447,Penulis|Membaca|Pengajar|Cerdas|Kreatif
448,Teknologi|Coding|Programmer|Kreatif|Ramah
449,Kuliner|Traveling|Kpopers|Kritis|Budaya
450,Seni|Pengajar|Fotografi|Fotografer|Kritis
451,Game|Desain Ui|Teknologi|Humoris|Ramah
452,Traveling|Pengajar|Penuh semangat|Ramah|Humoris
453,Musisi|Penyanyi|Seni|Kreatif|Surfing
454,Pengajar|Programmer|Teknologi|Ramah|Coding
455,Olahraga|Pengajar|Gym|Kesehatan|Diplomat
456,Film|Sutradara|Kreatif|Cerdas|Optimis
457,Penulis|Membaca|Prank|Cerdas|Kreatif
458,Teknologi|Coding|Sepak bola|Inovatif|Coding
459,Fashion|Model|Seni|Perfeksionis|Film
460,Musisi|Film|Pengajar|Kreatif|Seniman
461,Olahraga|Seni|Gym|Tenis meja|Ramah
462,Seni|Arsitek|Ilustrator|Kreatif|Ramah
463,Pengajar|Penuh semangat|Budaya|Ramah|Catur
464,Teknologi|Coding|Sabar|Inovatif|Ambisius
465,Film|Penulis|Kreatif|Sutradara|Kreatif
466,Pengajar|Ramah|Desain|Cerdas|Kreatif
467,Seni|Pelukis|Melukis|Motivator|Ambisius
468,Musisi|Kreatif|Komposer|Inovatif|Cerdas
469,Traveling|Jurnalis|Musisi|Membaca|Fleksibel
470,Olahraga|Atlet|Ambisius|Ramah|Kpopers
471,Teknologi|Programmer|Coding|Inovatif|Penulis lagu
472,Seni|Stylist|Kreatif|Ramah|Perfeksionis
473,Pengajar|Ramah|Penulis lagu|Cerdas|Intelektual
474,Fashion|Stylist|Model|Pengusaha|Ramah
475,Teknologi|Ramah|Penari|Programmer|Ambisius
476,Pengajar|Sejarah|Atlet|Ramah|Disiplin
477,Seni|Pengajar|Penari|Kreatif|Ramah
478,Traveling|Videografi|Desain Ui|Ilustrator|Ramah
479,Olahraga|Pengajar|Gym|Bermain musik|Ramah
480,Film|Editor|Perfeksionis|Kreatif|Cerdas
481,Pengajar|Pengusaha|Ramah|Inovatif|Disiplin
482,Seni|Seniman|Kreatif|Ramah|Ambisius
483,Pengajar|Billiard|Menyelam|Cerdas|Ramah
484,Musisi|Sabar|Komposer|Kreatif|Ramah
485,Teknologi|Programmer|Desain|Coding|Game
486,Fashion|Desain|Bekerja|Kreatif|Cerdas
487,Pengajar|Budaya|Montir mobil|Ramah|Cerdas
488,Olahraga|Pengajar|Riang|Dermawan|Ramah
489,Film|Aktor/Aktris|Model|Ambisius|Kreatif
490,Teknologi|Coding|Programmer|Bernyanyi|Gym
491,Seni|Fotografer|Fotografi|Ambisius|Bekerja
492,Pengajar|Musisi|Patriotik|Sabar|Ramah
493,Olahraga|Badminton|Pengajar|Ramah|Cerdas
494,Fashion|Model|Desain|Kreatif|Cerdas
495,Teknologi|Coding|Romantis|Kreatif|Programmer
496,Pengajar|Budaya|Lari|Ramah|Pembuat perhiasan
497,Seniman|Kreatif|Seni|Cerdas|Humoris
498,Musisi|Belanja|Komposer|Inovatif|Ramah
499,Olahraga|Basket|Pengajar|Cerdas|Ramah
500,Teknologi|Programmer|Coding|Inovatif|Visioner
501,Seni|Desain|Cerdas|Inovatif|Kreatif
502,Pengajar|Ramah|Jogging|Cerdas|Self development
503,Film|Sutradara|Penulis|Kreatif|Ambisius
504,Fashion|Model|Stylist|Perfeksionis|Kreatif
505,Teknologi|Programmer|Coding|Cerdas|Kreatif
506,Olahraga|Pengajar|Ramah|Ambisius|Petualangan
507,Seni|Ilustrator|Kreatif|Seniman|Ramah
508,Musisi|Menyanyi|Penyanyi|Ramah|Kreatif
